package,count,api
com.stevesoft.pat,1,com.stevesoft.pat:pat
com.github.skjolber.packing.packer,1,com.github.skjolber.3d-bin-container-packing:core
com.google.api.services.cloudkms.v1.model,1,com.google.apis:google-api-services-cloudkms
org.telegram.telegrambots,1,org.telegram:telegrambots
org.jboss.shrinkwrap.api,1,org.jboss.shrinkwrap:shrinkwrap-api
org.smartboot.socket,1,org.smartboot.socket:aio-core
com.hannesdorfmann.fragmentargs,1,com.hannesdorfmann.fragmentargs:annotation
org.eclipse.jdt.internal.compiler.impl,1,org.eclipse.jdt.core.compiler:ecj
org.mp4parser.streaming.output.mp4,1,org.mp4parser:streaming
io.scalecube.services.auth,1,io.scalecube:scalecube-services-api
io.selendroid.client,1,io.selendroid:selendroid-client
it.unimi.dsi.fastutil.floats,1,it.unimi.dsi:fastutil
org.apache.beam.sdk.metrics,1,org.apache.beam:beam-sdks-java-core
com.spotify.hamcrest.jackson,1,com.spotify:hamcrest-jackson
io.selendroid.server.common.http,1,io.selendroid:selendroid-server-common
com.baomidou.mybatisplus.extension.plugins.handler,1,com.baomidou:mybatis-plus-extension
org.ejml.ops,1,com.googlecode.efficient-java-matrix-library:ejml
org.jboss.shrinkwrap.resolver.api.maven.embedded.daemon,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven-embedded
org.sitemesh.tagprocessor,1,org.sitemesh:sitemesh
org.ejml.alg.dense,1,com.googlecode.efficient-java-matrix-library:ejml
com.github.skjolber.packing.ep.points3d,1,com.github.skjolber.3d-bin-container-packing:extreme-points
io.scalecube.cluster.metadata,1,io.scalecube:scalecube-cluster-api
io.scalecube.services.registry,1,io.scalecube:scalecube-services-api
org.drools.core.event,1,org.drools:drools-core
org.jboss.shrinkwrap.api.formatter,1,org.jboss.shrinkwrap:shrinkwrap-api
org.jboss.shrinkwrap.api.container,1,org.jboss.shrinkwrap:shrinkwrap-api
org.springframework.security.oauth2.provider.approval,1,org.springframework.security.oauth:spring-security-oauth2
com.spotify.dns,1,com.spotify:dns
com.github.scribejava.core.builder.api,1,com.github.scribejava:scribejava-core
org.solovyev.common.listeners,1,org.solovyev:common-listeners
org.jboss.shrinkwrap.resolver.impl.maven,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven
org.eclipse.jetty.xml,1,org.eclipse.jetty:jetty-xml
org.jnario.typing,1,org.jnario:org.jnario.standalone
org.telegram.telegrambots.meta.updateshandlers,1,org.telegram:telegrambots-meta
org.arquillian.spacelift.task.net,1,org.arquillian.spacelift:arquillian-spacelift
sirius.kernel.health,1,com.scireum:sirius-kernel
com.power.datasource.database,1,com.github.shalousun:datasource-aspect
com.day.cq.commons,1,com.adobe.aem:aem-api
com.github.skjolber.packing.ep.points2d,1,com.github.skjolber.3d-bin-container-packing:extreme-points
org.shredzone.acme4j.util,1,org.shredzone.acme4j:acme4j-utils
org.apache.sling.api.servlets,1,com.adobe.aem:aem-api
com.obs.services,1,com.huaweicloud:esdk-obs-java
com.eaio.uuid,1,com.eaio.uuid:uuid
com.spotify.docker.client.auth,2,com.spotify:docker-client
sirius.kernel.nls,1,com.scireum:sirius-kernel
io.selendroid.server.common,1,io.selendroid:selendroid-server-common
org.deeplearning4j.zoo,1,org.deeplearning4j:deeplearning4j-zoo
com.spotify.hamcrest.future,1,com.spotify:hamcrest-future
org.jboss.shrinkwrap.spi,1,org.jboss.shrinkwrap:shrinkwrap-spi
org.telegram.telegrambots.extensions.bots.commandbot,1,org.telegram:telegrambotsextensions
com.baomidou.mybatisplus.extension.parser,1,com.baomidou:mybatis-plus-extension
org.mp4parser,1,org.mp4parser:isoparser
io.scalecube.services.exceptions,1,io.scalecube:scalecube-services-api
org.jdesktop.swingx.treetable,2,org.swinglabs.swingx:swingx-all
com.github.skjolber.packing.api.ep,1,com.github.skjolber.3d-bin-container-packing:api
io.smallrye.mutiny.operators,1,io.smallrye.reactive:mutiny
com.baomidou.mybatisplus.annotation,1,com.baomidou:mybatis-plus-annotation
io.scalecube.services.api,1,io.scalecube:scalecube-services-api
sirius.kernel.cache,1,com.scireum:sirius-kernel
com.linecorp.armeria.client.logging,1,com.linecorp.armeria:armeria
org.apache.sling.scripting.api,1,com.adobe.aem:aem-api
org.jboss.shrinkwrap.resolver.spi.format,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-spi
org.elasticsearch.http,1,org.elasticsearch:elasticsearch
com.linecorp.armeria.client.retry,1,com.linecorp.armeria:armeria
org.solovyev.common.equals,1,org.solovyev:common-core
com.day.cq.wcm.foundation,1,com.adobe.aem:aem-api
me.snowdrop.istio.api,1,me.snowdrop:istio-model
com.netflix.exhibitor.core.servo,1,io.soabase.exhibitor:exhibitor-core
com.twitter.common.stats,1,com.twitter.common:stats-util
io.selendroid.common.device,1,io.selendroid:selendroid-common
org.acra.annotation,1,ch.acra:acra
org.smartboot.socket.buffer,1,org.smartboot.socket:aio-core
com.madgag,1,com.madgag:util-diff
com.hannesdorfmann.fragmentargs.bundler,1,com.hannesdorfmann.fragmentargs:annotation
io.selendroid.standalone,1,io.selendroid:selendroid-standalone
org.mp4parser.support,1,org.mp4parser:isoparser
io.selendroid.common,1,io.selendroid:selendroid-common
it.unimi.dsi.fastutil.shorts,1,it.unimi.dsi:fastutil
org.apache.sling.api.request,1,com.adobe.aem:aem-api
org.eclipse.microprofile.reactive.streams.operators.tck.spi,1,org.eclipse.microprofile.reactive-streams-operators:microprofile-reactive-streams-operators-tck
com.github.scribejava.httpclient.armeria,1,com.github.scribejava:scribejava-httpclient-armeria
ru.yandex.qatools.matchers.decorators,1,ru.yandex.qatools.matchers:matcher-decorators
me.snowdrop.istio.client.internal.operation.networking.v1beta1,1,me.snowdrop:istio-client
cern.colt.matrix.tfcomplex.impl,1,net.sourceforge.parallelcolt:parallelcolt
com.power.common.constants,1,com.github.shalousun:common-util
io.selendroid.client.waiter,1,io.selendroid:selendroid-client
org.telegram.telegrambots.meta,1,org.telegram:telegrambots-meta
org.telegram.telegrambots.util,1,org.telegram:telegrambots
sirius.kernel.xml,1,com.scireum:sirius-kernel
com.github.sevntu.checkstyle.checks.design,1,com.github.sevntu-checkstyle:sevntu-checks
me.xuxiaoxiao.chatapi.wechat.entity,1,me.xuxiaoxiao:chatapi-wechat
org.shredzone.acme4j.toolbox,1,org.shredzone.acme4j:acme4j-client
org.komamitsu.fluency,1,org.komamitsu:fluency-core
com.netflix.servo.monitor,1,com.netflix.servo:servo-core
gr.demokritos.iit.jinsect.documentModel.comparators,1,org.scify:JInsect
edu.umd.cs.findbugs.config,1,com.github.spotbugs:spotbugs
org.eclipse.microprofile.context.spi,1,org.eclipse.microprofile.context-propagation:microprofile-context-propagation-api
proj.zoie.api.impl,1,com.senseidb.zoie:zoie-core
org.apache.rocketmq.client.log,1,org.apache.rocketmq:rocketmq-client
org.jnario.report,1,org.jnario:org.jnario.standalone
org.fluentd.logger,1,org.fluentd:fluent-logger
com.github.scribejava.core.oauth2,1,com.github.scribejava:scribejava-core
software.amazon.awssdk.services.cloudwatchlogs.model,1,software.amazon.awssdk:cloudwatchlogs
org.telegram.telegrambots.extensions.bots.commandbot.commands,1,org.telegram:telegrambotsextensions
com.orbitz.consul.model,1,com.orbitz.consul:consul-client
gr.demokritos.iit.jinsect.documentModel.representations,1,org.scify:JInsect
org.apache.lucene,1,pitt.search:semanticvectors
org.jboss.shrinkwrap.api.spec,1,org.jboss.shrinkwrap:shrinkwrap-api
io.selendroid.server.common.exceptions,1,io.selendroid:selendroid-server-common
org.deeplearning4j.evaluation,1,org.deeplearning4j:deeplearning4j-core
com.github.skjolber.packing.test.assertj,1,com.github.skjolber.3d-bin-container-packing:test
software.amazon.awssdk.services.cloudwatchlogs,1,software.amazon.awssdk:cloudwatchlogs
io.sundr.transform.annotations,1,io.sundr:transform-annotations
com.codahale.metrics.servlets,1,io.dropwizard.metrics:metrics-servlets
org.drools.template,1,org.drools:drools-templates
io.scalecube.transport.netty.websocket,2,io.scalecube:scalecube-transport-netty
org.jnario.jvmmodel,1,org.jnario:org.jnario.standalone
org.jnario.feature,1,org.jnario:org.jnario.standalone
com.google.gdata.util,1,com.google.gdata:core
io.smallrye.context.impl,1,io.smallrye:smallrye-context-propagation
dev.samstevens.totp.recovery,1,dev.samstevens.totp:totp
com.github.scribejava.httpclient.okhttp,1,com.github.scribejava:scribejava-httpclient-okhttp
org.drools.core.command.runtime,1,org.drools:drools-core
com.netflix.servo.jmx,1,com.netflix.servo:servo-core
com.spotify.logging,1,com.spotify:logging
org.apache.log4j.jmx,1,log4j:log4j
com.github.rtyley.android.screenshot.celebrity,2,com.github.rtyley:android-screenshot-celebrity
org.mp4parser.boxes,1,org.mp4parser:isoparser
org.kie.api.definition,1,org.kie:kie-api
org.solovyev.common.datetime,1,org.solovyev:common-core-jodatime
org.jboss.shrinkwrap.resolver.api.maven.embedded.pom,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven-embedded
info.debatty.java.lsh,1,info.debatty:java-lsh
org.rdfhdt.hdt.options,1,org.rdfhdt:hdt-java-core
org.eclipse.microprofile.reactive.streams.operators.spi,1,org.eclipse.microprofile.reactive-streams-operators:microprofile-reactive-streams-operators-api
javax0.license3j,1,com.javax0.license3j:license3j
org.telegram.telegrambots.meta.api,1,org.telegram:telegrambots-meta
org.telegram.telegrambots.meta.generics,1,org.telegram:telegrambots-meta
org.eclipse.jdt.internal.compiler.env,1,org.eclipse.jdt.core.compiler:ecj
android.inputmethodservice,1,com.google.android:android
org.jboss.shrinkwrap.resolver.api.maven.archive.importer,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven-archive
com.netflix.exhibitor.core.config,1,io.soabase.exhibitor:exhibitor-core
com.ning.http.client.uri,1,com.ning:async-http-client
org.apache.rocketmq.client.hook,1,org.apache.rocketmq:rocketmq-client
com.spotify.docker.client.exceptions,3,com.spotify:docker-client
org.solovyev.common.threads,1,org.solovyev:common-core
org.apache.beam.runners.direct,1,org.apache.beam:beam-runners-direct-java
com.thimbleware.jmemcached.protocol,1,com.thimbleware.jmemcached:jmemcached-core
net.sf.saxon.tree,1,net.sf.saxon:Saxon-HE
me.snowdrop.istio.api.internal,1,me.snowdrop:istio-common
com.linecorp.armeria.client,1,com.linecorp.armeria:armeria
org.jose4j.json,1,org.bitbucket.b_c:jose4j
io.smallrye.context,1,io.smallrye:smallrye-context-propagation
gr.demokritos.iit.jinsect.structs,1,org.scify:JInsect
com.madgag.ssh.android.authagent,1,com.madgag:ssh-android
org.jboss.shrinkwrap.resolver.api.maven.filter,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven
org.apache.sling.commons.json,1,com.adobe.aem:aem-api
me.snowdrop.istio.client.internal.operation.security.v1beta1,1,me.snowdrop:istio-client
com.netflix.servo,1,com.netflix.servo:servo-core
org.coursera.metrics.datadog,1,org.coursera:metrics-datadog
gnu.trove.stack,1,net.sf.trove4j:trove4j
org.mortbay.io,1,org.mortbay.jetty:jetty
io.norberg.automatter.jackson,1,io.norberg:auto-matter-jackson
com.github.scribejava.httpclient.ning,1,com.github.scribejava:scribejava-httpclient-ning
org.jnario.lib,1,org.jnario:org.jnario.standalone
org.jboss.shrinkwrap.api.exporter,1,org.jboss.shrinkwrap:shrinkwrap-api
io.smallrye.mutiny.test,1,io.smallrye.reactive:mutiny-test-utils
name.fraser,1,com.madgag:util-diff
com.yahoo.platform.yui,1,com.yahoo.platform.yui:yuicompressor
me.xuxiaoxiao.chatapi.wechat,1,me.xuxiaoxiao:chatapi-wechat
com.power.common.util,2,com.github.shalousun:common-util
org.caffinitas.ohc.alloc,1,org.caffinitas.ohc:ohc-core
org.springframework.aop,3,org.springframework:spring-aop
io.socket.emitter,1,io.socket:engine.io-client
org.apache.beam.sdk.util,1,org.apache.beam:beam-sdks-java-core
org.apache.sling.api.adapter,1,com.adobe.aem:aem-api
com.github.slugify,1,com.github.slugify:slugify
org.jnario.documentation,1,org.jnario:org.jnario.standalone
net.datafaker,1,net.datafaker:datafaker
org.smartboot.socket.extension.processor,1,org.smartboot.socket:aio-pro
org.caffinitas.ohc,1,org.caffinitas.ohc:ohc-core
io.fabric8.kubernetes.client.http,1,io.fabric8:kubernetes-openshift-uberjar
org.elasticsearch.metrics,1,org.elasticsearch:metrics-elasticsearch-reporter
org.openide.util.actions,1,org.netbeans.api:org-openide-util-ui
com.amazonaws.services.logs,1,com.amazonaws:aws-java-sdk-logs
com.swrve.ratelimitedlogger,1,com.swrve:rate-limited-logger
dev.samstevens.totp.time,1,dev.samstevens.totp:totp
io.scalecube.reactor,2,io.scalecube:scalecube-commons
com.dropbox.core.v2,1,com.dropbox.core:dropbox-core-sdk
org.drools.compiler.compiler,1,org.drools:drools-compiler
org.jboss.shrinkwrap.resolver.api.maven,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven
com.google.gdata.data.spreadsheet,1,com.google.gdata:core
org.netbeans.junit,1,org.netbeans.api:org-netbeans-modules-nbjunit
org.netbeans.api.settings,1,org.netbeans.api:org-netbeans-modules-settings
com.google.gdata.client.media,1,com.google.gdata:core
org.apache.sling.api.scripting,1,com.adobe.aem:aem-api
org.apache.sling.api.resource,1,com.adobe.aem:aem-api
org.smartboot.socket.enhance,1,org.smartboot.socket:aio-enhance
io.scalecube.cluster.utils,1,io.scalecube:scalecube-cluster-testlib
org.ejml.data,1,com.googlecode.efficient-java-matrix-library:ejml
org.jboss.shrinkwrap.resolver.api.maven.strategy,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven
org.apache.jute,1,org.apache.zookeeper:zookeeper
org.languagetool.language,1,org.languagetool:language-en
org.apache.sling.commons.osgi,1,com.adobe.aem:aem-api
com.power.common.model,1,com.github.shalousun:common-util
org.springframework.util.xml,1,org.springframework:spring-core
org.jboss.shrinkwrap.api.gradle.archive.importer.embedded,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-gradle-embedded-archive
com.google.gdata.data.media,1,com.google.gdata:core
org.mortbay.resource,1,org.mortbay.jetty:jetty
org.apache.rocketmq.tools.admin,1,org.apache.rocketmq:rocketmq-tools
org.jboss.shrinkwrap.api.importer,1,org.jboss.shrinkwrap:shrinkwrap-api
io.smallrye.mutiny.converters,1,io.smallrye.reactive:mutiny
me.snowdrop.istio.api.networking,1,me.snowdrop:istio-model
org.coursera.metrics.datadog.transport,1,org.coursera:metrics-datadog
org.quartz.impl.calendar,1,org.opensymphony.quartz:quartz
org.drools.compiler.lang.dsl,1,org.drools:drools-compiler
io.selendroid.server.common.action,1,io.selendroid:selendroid-server-common
org.solovyev.common.math,1,org.solovyev:common-core
org.jboss.shrinkwrap.api.serialization,1,org.jboss.shrinkwrap:shrinkwrap-api
org.eclipse.microprofile.context,1,org.eclipse.microprofile.context-propagation:microprofile-context-propagation-api
io.scalecube.security.tokens.jwt,1,io.scalecube:scalecube-security-tokens
io.selendroid.server.common.model,1,io.selendroid:selendroid-server-common
org.telegram.telegrambots.meta.bots,1,org.telegram:telegrambots-meta
com.github.scribejava.java8.base64,1,com.github.scribejava:scribejava-java8
org.solovyev.common.interval,1,org.solovyev:common-core
com.amazonaws.services.logs.model,1,com.amazonaws:aws-java-sdk-logs
com.baomidou.mybatisplus.extension.injector.methods,1,com.baomidou:mybatis-plus-extension
io.scalecube.utils,2,io.scalecube:scalecube-commons
org.solovyev.android,1,org.solovyev.android:android-common-samples
org.apache.maven.wagon.providers.http,2,org.apache.maven.wagon:wagon-http
org.jboss.shrinkwrap.resolver.impl.maven.task,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven
org.jboss.shrinkwrap.resolver.api,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api
com.obs.services.exception,1,com.huaweicloud:esdk-obs-java
org.arquillian.spacelift.task.archive,1,org.arquillian.spacelift:arquillian-spacelift
edu.umd.cs.findbugs.plugins,1,com.github.spotbugs:spotbugs
io.scalecube.cluster,2,io.scalecube:scalecube-cluster-api
org.jboss.shrinkwrap.resolver.api.maven.embedded,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven-embedded
com.madgag.android.listviews,1,com.madgag:android-viewholder-listviews
io.scalecube.services.routing,1,io.scalecube:scalecube-services-api
org.jboss.shrinkwrap.resolver.api.maven.repository,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven
com.google.gdata.util.common,1,com.google.gdata:core
io.selendroid.standalone.server,1,io.selendroid:selendroid-standalone
io.scalecube.services.transport,1,io.scalecube:scalecube-services-api
com.github.scribejava.core.pkce,1,com.github.scribejava:scribejava-core
com.android,1,com.google.android:android
org.apache.rocketmq.tools.command,1,org.apache.rocketmq:rocketmq-tools
com.baomidou.mybatisplus.extension.activerecord,1,com.baomidou:mybatis-plus-extension
com.google.api.services.pubsub,1,com.google.apis:google-api-services-pubsub
com.day.cq.wcm.commons,1,com.adobe.aem:aem-api
com.spotify.folsom,1,com.spotify:folsom
com.jayway.android.robotium.solo,2,com.jayway.android.robotium:robotium-solo
com.netflix.exhibitor.core,1,io.soabase.exhibitor:exhibitor-core
org.eclipse.jetty.annotations,1,org.eclipse.jetty:jetty-annotations
org.mortbay.jetty.webapp,3,org.mortbay.jetty:jetty
sirius.web.controller,1,com.scireum:sirius-web
org.jboss.shrinkwrap.resolver.impl.maven.bootstrap,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven
io.fabric8.kubernetes.model.annotation,1,io.fabric8:kubernetes-openshift-uberjar
org.solovyev.common.text,2,org.solovyev:common-security
com.netflix.exhibitor.core.s3,1,io.soabase.exhibitor:exhibitor-core
io.scalecube.cluster.transport.api,1,io.scalecube:scalecube-transport-api
com.github.scribejava.httpclient.apache,1,com.github.scribejava:scribejava-httpclient-apache
ru.qatools.beanloader,1,ru.yandex.qatools.beanloader:beanloader
com.baomidou.mybatisplus.extension.toolkit,1,com.baomidou:mybatis-plus-extension
io.scalecube.cluster.codec.jackson,1,io.scalecube:scalecube-codec-jackson
com.google.gdata.data.sites,1,com.google.gdata:core
org.hildan.fxgson,1,org.hildan.fxgson:fx-gson
com.github.scribejava.core.oauth,1,com.github.scribejava:scribejava-core
org.solovyev.tasks,1,org.solovyev:common-tasks
com.github.skjolber.packing.packer.laff,1,com.github.skjolber.3d-bin-container-packing:core
org.komamitsu.fluency.fluentd,1,org.komamitsu:fluency-fluentd
org.eclipse.xtend.lib.annotations,1,org.eclipse.xtend:org.eclipse.xtend.lib
org.gradle.tooling.model,1,org.gradle:gradle-tooling-api
com.google.gdata.client,1,com.google.gdata:core
org.jboss.shrinkwrap.api.classloader,1,org.jboss.shrinkwrap:shrinkwrap-api
com.madgag.compress,1,com.madgag:util-compress
com.ning.http.client.cookie,1,com.ning:async-http-client
org.kie.server.client,1,org.kie.server:kie-server-client
org.apache.commons.exec.environment,1,org.apache.commons:commons-exec
org.mortbay.jetty.bio,1,org.mortbay.jetty:jetty
com.netflix.servo.annotations,1,com.netflix.servo:servo-core
com.netflix.exhibitor.core.state,1,io.soabase.exhibitor:exhibitor-core
org.rythmengine,1,org.rythmengine:rythm-engine
sirius.kernel.settings,1,com.scireum:sirius-kernel
org.codehaus.plexus.compiler.javac,1,org.codehaus.plexus:plexus-compiler-javac
com.hannesdorfmann.fragmentargs.annotation,1,com.hannesdorfmann.fragmentargs:annotation
cern.colt.matrix.tfloat.impl,1,net.sourceforge.parallelcolt:parallelcolt
com.github.skjolber.packing.test.bouwkamp,1,com.github.skjolber.3d-bin-container-packing:test
io.smallrye.mutiny.converters.multi,1,io.smallrye.reactive:mutiny-rxjava
com.github.tobato.fastdfs.domain.fdfs,2,com.github.tobato:fastdfs-client
org.mortbay.thread,1,org.mortbay.jetty:jetty-util
net.spy.memcached.ops,1,net.spy:spymemcached
org.apache.cassandra.io.util,2,org.apache.cassandra:cassandra-all
com.google.gdata.data,1,com.google.gdata:core
com.baomidou.mybatisplus.extension.service.impl,1,com.baomidou:mybatis-plus-extension
com.github.scribejava.core.exceptions,1,com.github.scribejava:scribejava-core
io.selendroid.server.common.utils,1,io.selendroid:selendroid-server-common
io.scalecube.errors,1,io.scalecube:scalecube-commons
org.kie.spring,1,org.kie:kie-spring
io.selendroid.client.adb,1,io.selendroid:selendroid-client
org.apache.sling.api.wrappers,1,com.adobe.aem:aem-api
io.smallrye.mutiny.unchecked,1,io.smallrye.reactive:mutiny
dev.samstevens.totp.secret,1,dev.samstevens.totp:totp
io.scalecube.services.transport.rsocket,1,io.scalecube:scalecube-services-transport-rsocket
org.acra,1,ch.acra:acra
org.springframework.data.redis.support.atomic,1,org.springframework.data:spring-data-redis
sirius.web.services,1,com.scireum:sirius-web
com.linecorp.armeria.common,1,com.linecorp.armeria:armeria
org.solovyev.common.collections,2,org.solovyev:common-core
org.jnario.runner,1,org.jnario:org.jnario.standalone
org.mp4parser.streaming.input.h264,1,org.mp4parser:streaming
org.jnario.generator,1,org.jnario:org.jnario.standalone
org.shredzone.acme4j.provider,1,org.shredzone.acme4j:acme4j-client
org.jboss.shrinkwrap.resolver.spi.maven.archive.packaging,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-spi-maven-archive
io.scalecube.services,1,io.scalecube:scalecube-services-api
org.shredzone.acme4j.connector,1,org.shredzone.acme4j:acme4j-client
org.jboss.shrinkwrap.resolver.api.maven.embedded.invoker,1,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven-embedded
com.orbitz.consul,1,com.orbitz.consul:consul-client
dev.samstevens.totp,1,dev.samstevens.totp:totp
it.unimi.dsi.fastutil.chars,1,it.unimi.dsi:fastutil
org.solovyev.common.clone,1,org.solovyev:common-core
com.github.scribejava.httpclient.ahc,1,com.github.scribejava:scribejava-httpclient-ahc
org.solovyev.common.history,1,org.solovyev:common-core
io.scalecube.cluster.membership,1,io.scalecube:scalecube-cluster-api
org.kie.api.io,1,org.kie:kie-api
org.solovyev.common.security,2,org.solovyev:common-security
org.smartboot.socket.transport,1,org.smartboot.socket:aio-pro
org.eclipse.jetty.testing,1,org.eclipse.jetty:test-jetty-servlet
com.spotify.docker.client.messages,3,com.spotify:docker-client
io.scalecube.services.transport.api,1,io.scalecube:scalecube-services-bytebuf-codec
com.offbytwo.jenkins.client,1,com.offbytwo.jenkins:jenkins-client
org.jnario.suite,1,org.jnario:org.jnario.standalone
com.google.api.services.cloudkms.v1,1,com.google.apis:google-api-services-cloudkms
org.springframework.cache.caffeine,1,org.springframework:spring-context-support
org.jnario.linking,1,org.jnario:org.jnario.standalone
org.gradle.tooling,1,org.gradle:gradle-tooling-api
org.deeplearning4j.zoo.model,1,org.deeplearning4j:deeplearning4j-zoo
com.palominolabs.metrics.newrelic,1,com.palominolabs.metrics:metrics-new-relic
org.mvel2.integration,1,org.mvel:mvel2
com.github.scribejava.core.oauth2.clientauthentication,1,com.github.scribejava:scribejava-core
dev.samstevens.totp.code,1,dev.samstevens.totp:totp
org.drools.template.objects,1,org.drools:drools-templates
org.solovyev.common.msg,2,org.solovyev:common-msg
io.opencensus.testing.export,1,io.opencensus:opencensus-testing
io.scalecube.services.annotations,1,io.scalecube:scalecube-services-api
proj.zoie.api.indexing,1,com.senseidb.zoie:zoie-core
org.jboss.shrinkwrap.api.nio2,1,org.jboss.shrinkwrap:shrinkwrap-api
io.spring.initializr.web.project,1,io.spring.initializr:initializr-web
org.springframework.data.relational.repository.query,2,org.springframework.data:spring-data-relational
org.springframework.data.rest.webmvc.spi,1,org.springframework.data:spring-data-rest-webmvc
org.springframework.integration.core,1,org.springframework.integration:spring-integration-core
io.spring.initializr.generator.buildsystem.maven,1,io.spring.initializr:initializr-generator
io.spring.initializr.generator.test.io,1,io.spring.initializr:initializr-generator-test
org.springframework.social.twitter.connect,1,org.springframework.social:spring-social-twitter
com.mongodb.event,1,org.mongodb:mongodb-driver-core
com.mongodb.client.gridfs,1,org.mongodb:mongodb-driver-sync
org.springframework.integration.splitter,1,org.springframework.integration:spring-integration-core
spullara.util.functions,1,com.github.spullara.java:concurrent6
io.vertx.ext.web.validation,1,io.vertx:vertx-web-validation
ch.swaechter.angularjuniversal.renderer.engine,1,ch.swaechter:angularj-universal-renderer
org.ssssssss.magicapi.backup.service,1,org.ssssssss:magic-api
org.apache.flink.table.connector,1,org.apache.flink:flink-table-common
jetbrick.io.finder,1,com.github.subchen:jetbrick-commons
com.couchbase.client.java,2,com.couchbase.client:java-client
io.spring.initializr.web.support,1,io.spring.initializr:initializr-web
com.couchbase.client.java.env,1,com.couchbase.client:java-client
org.springframework.security.oauth2.provider.implicit,1,org.springframework.security.oauth:spring-security-oauth2
org.automon.aspects,1,org.automon:automon
ch.swaechter.angularjuniversal.data,1,ch.swaechter:angularj-universal-application
org.springframework.cloud.sleuth.autoconfig.instrument.messaging,1,org.springframework.cloud:spring-cloud-sleuth-autoconfigure
org.springframework.cloud.sleuth.baggage.multiple,1,org.springframework.cloud:spring-cloud-sleuth-tests-common
org.springframework.test.web.client,2,org.springframework:spring-test
org.hibernate.envers.strategy,1,org.hibernate:hibernate-envers
org.springframework.cloud.stream.binder.kafka.utils,1,org.springframework.cloud:spring-cloud-stream-binder-kafka-core
org.springframework.data.rest.webmvc.json,1,org.springframework.data:spring-data-rest-webmvc
org.springframework.data.web,1,org.springframework.data:spring-data-commons
org.springframework.cloud.aws.autoconfigure.mail,1,org.springframework.cloud:spring-cloud-aws-autoconfigure
org.apache.flink.table.types,2,org.apache.flink:flink-table-common
org.springframework.cloud.aws.messaging.listener.annotation,1,org.springframework.cloud:spring-cloud-aws-messaging
org.springside.modules.utils.misc,1,io.springside:springside-utils
com.jamonapi.aop,1,com.jamonapi:jamon
org.eclipse.jgit.attributes,1,org.eclipse.jgit:org.eclipse.jgit
org.springframework.vault.support,2,org.springframework.vault:spring-vault-core
org.xmlbeam.config,1,org.xmlbeam:xmlprojector
com.couchbase.client.java.codec,1,com.couchbase.client:java-client
org.springframework.integration.leader,1,org.springframework.integration:spring-integration-core
org.springframework.cloud.stream.binder.kafka.provisioning,1,org.springframework.cloud:spring-cloud-stream-binder-kafka-core
io.spring.initializr.generator.language.groovy,1,io.spring.initializr:initializr-generator
org.ssssssss.magicapi.datasource.web,1,org.ssssssss:magic-api
io.streamnative.pulsar.handlers.kop.storage,1,io.streamnative.pulsar.handlers:pulsar-protocol-handler-kafka
org.springframework.security.test.web.servlet.request,1,org.springframework.security:spring-security-test
org.springframework.plugin.core.support,1,org.springframework.plugin:spring-plugin-core
net.sf.saxon.xqj,1,net.sf.saxon:Saxon-HE
org.spongycastle.asn1.x9,1,com.madgag.spongycastle:core
com.squareup.spoon,1,com.squareup.spoon:spoon-client
io.streamnative.kafka.client.two.eight,1,io.streamnative.pulsar.handlers:kafka-2-8
org.apache.flink.table.data,1,org.apache.flink:flink-table-common
org.oxerr.okcoin.websocket,1,org.oxerr:okcoin-client-websocket
com.google.auth.http,1,com.google.auth:google-auth-library-oauth2-http
org.springframework.data.rest.core.annotation,1,org.springframework.data:spring-data-rest-core
org.ssssssss.magicapi.core.event,1,org.ssssssss:magic-api
org.apache.flink.formats.protobuf.testproto,1,io.streamnative.connectors:flink-protobuf
org.apache.flink.formats.protobuf.deserialize,1,io.streamnative.connectors:flink-protobuf
org.knowm.xchange.utils,1,org.knowm.xchange:xchange-core
org.springframework.cloud.aws.autoconfigure.jdbc,1,org.springframework.cloud:spring-cloud-aws-autoconfigure
org.springframework.cloud.sleuth.instrument.tx,1,org.springframework.cloud:spring-cloud-sleuth-instrumentation
com.rabbitmq.http.client,1,com.rabbitmq:http-client
org.springframework.amqp,1,org.springframework.amqp:spring-amqp
org.apache.bookkeeper.client,1,io.streamnative:testmocks
